cell	locus	chr	pos	significant	dist_bp	dist_bp_any_record	min_fdr
melanoma x eQTLGen_blood	13_6	13		False	15309305.0	15309305.0	0.9688276521709748
melanoma x eQTLGen_blood	13_7	13		False	8562503.0	8562503.0	0.9315198482267047
melanoma x eQTLGen_blood	13_8	13		False	1519321.0	1519321.0	0.8578676649423683
melanoma x eQTLGen_blood	13_9	13		False	27779.0	27779.0	0.4970346494453652
melanoma x eQTLGen_blood	14_0	14		False	39232174.0	39232174.0	0.2342821195642037
melanoma x eQTLGen_blood	14_1	14		False	31711205.0	31711205.0	0.6472795452808837
melanoma x eQTLGen_blood	14_10	14		False	6394669.0	6394669.0	0.7838553351448649
melanoma x eQTLGen_blood	14_11	14		False	159473.0	159473.0	0.3481333563977194
melanoma x eQTLGen_blood	14_12	14		False	5252551.0	5252551.0	0.6978133471965402
melanoma x eQTLGen_blood	14_13	14		False	77043.0	77043.0	0.5109331955302071
melanoma x eQTLGen_blood	14_2	14		False	27576254.0	27576254.0	0.4234877453297425
melanoma x eQTLGen_blood	14_3	14		False	24531201.0	24531201.0	0.771534403590999
melanoma x eQTLGen_blood	14_4	14		False	18679157.0	18679157.0	0.5949237761322549
melanoma x eQTLGen_blood	14_5	14		False	11228294.0	11228294.0	0.4671367586484857
melanoma x eQTLGen_blood	14_6	14		False	2161099.0	2161099.0	0.2927085736498436
melanoma x eQTLGen_blood	14_7	14		False	248290.0	248290.0	0.6108888388228519
melanoma x eQTLGen_blood	14_8	14	74699122.0	True	5938908.0	78804.0	0.0120620198022498
melanoma x eQTLGen_blood	14_9	14		False	10842670.0	10842670.0	0.7621892690635929
melanoma x eQTLGen_blood	15_0	15		False	2165856.0	2165856.0	0.4695135150995912
melanoma x eQTLGen_blood	15_1	15		False	48635.0	48635.0	0.8103399869894932
melanoma x eQTLGen_blood	15_10	15		False	23002508.0	23002508.0	0.5034790031208731
melanoma x eQTLGen_blood	15_11	15		False	25811374.0	25811374.0	0.4873620747364088
melanoma x eQTLGen_blood	15_12	15		False	40370290.0	40370290.0	0.3416634614999714
melanoma x eQTLGen_blood	15_13	15		False	49851334.0	49851334.0	0.6723034584147844
melanoma x eQTLGen_blood	15_2	15	28716985.0	True	596513.0	596513.0	7.345533792604755e-08
melanoma x eQTLGen_blood	15_3	15		False	1505767.0	1505767.0	0.4771294480461798
melanoma x eQTLGen_blood	15_4	15		False	118207.0	118207.0	0.4296421070211875
melanoma x eQTLGen_blood	15_5	15		False	3592545.0	3592545.0	0.977736845889052
melanoma x eQTLGen_blood	15_6	15	40815217.0	True	7292785.0	2474330.0	0.0491417248408191
melanoma x eQTLGen_blood	15_7	15		False	197315.0	197315.0	0.5747842206895675
melanoma x eQTLGen_blood	15_8	15		False	7088865.0	7088865.0	0.5464388372720496
melanoma x eQTLGen_blood	15_9	15		False	13938358.0	13938358.0	0.2374606777447901
melanoma x eQTLGen_blood	16_0	16		False	48998841.0	48998841.0	0.2603080511819964
melanoma x eQTLGen_blood	16_1	16		False	44960505.0	44960505.0	0.3002316509823716
melanoma x eQTLGen_blood	16_10	16		False	11664.0	11664.0	0.0867586421589293
melanoma x eQTLGen_blood	16_11	16		False	5658361.0	5658361.0	0.3558567908254882
melanoma x eQTLGen_blood	16_12	16		False	3867294.0	3867294.0	0.8834779361454539
melanoma x eQTLGen_blood	16_13	16		False	2538683.0	2538683.0	0.8664000550369682
melanoma x eQTLGen_blood	16_14	16		False	20264.0	20264.0	0.6637218685296213
melanoma x eQTLGen_blood	16_15	16	89641859.0	True	627.0	627.0	2.0919908031527613e-42
melanoma x eQTLGen_blood	16_2	16		False	41286265.0	41286265.0	0.1025693071908777
melanoma x eQTLGen_blood	16_3	16		False	36947869.0	36947869.0	0.4771294480461798
melanoma x eQTLGen_blood	16_4	16		False	28825896.0	28825896.0	0.4234877453297425
melanoma x eQTLGen_blood	16_5	16		False	22237313.0	22237313.0	0.1541359909926497
melanoma x eQTLGen_blood	16_6	16		False	5363607.0	5363607.0	0.6097527427748974
melanoma x eQTLGen_blood	16_7	16		False	3313198.0	3313198.0	0.5527172430850752
melanoma x eQTLGen_blood	16_8	16		False	246090.0	246090.0	0.882020694078626
melanoma x eQTLGen_blood	16_9	16		False	151592.0	151592.0	0.3381628603881097
melanoma x eQTLGen_blood	17_0	17	7675353.0	True	3892.0	3892.0	0.0002391933556232
melanoma x eQTLGen_blood	17_1	17		False	4330809.0	4330809.0	0.9726439320547992
melanoma x eQTLGen_blood	17_2	17		False	6367153.0	6367153.0	0.8952346283526414
melanoma x eQTLGen_blood	17_3	17		False	7877533.0	7877533.0	0.236801506256951
melanoma x eQTLGen_blood	17_4	17	28883235.0	True	21211774.0	19631403.0	0.0065289285390149
melanoma x eQTLGen_blood	17_5	17	46716137.0	True	39044676.0	26550053.0	0.0403722699465987
melanoma x eQTLGen_blood	17_6	17		False	47289832.0	47289832.0	0.4318718368241465
melanoma x eQTLGen_blood	17_7	17		False	54191811.0	54191811.0	0.0738754148556168
melanoma x eQTLGen_blood	17_8	17		False	64966040.0	64966040.0	0.2025111665667135
melanoma x eQTLGen_blood	18_0	18		False			0.8268009554149899
melanoma x eQTLGen_blood	18_1	18		False			0.2786587486996379
melanoma x eQTLGen_blood	18_10	18		False			0.9805660474984176
melanoma x eQTLGen_blood	18_11	18		False			0.6226683943698352
melanoma x eQTLGen_blood	18_12	18		False			0.7281279890182905
melanoma x eQTLGen_blood	18_13	18		False			0.4980218767667304
melanoma x eQTLGen_blood	18_14	18		False			0.7236983104238625
melanoma x eQTLGen_blood	18_15	18		False			0.7014761141885797
melanoma x eQTLGen_blood	18_16	18		False			0.8867621851732288
melanoma x eQTLGen_blood	18_17	18		False			0.7089533513158301
melanoma x eQTLGen_blood	18_18	18		False			0.5567735229260478
melanoma x eQTLGen_blood	18_19	18		False			0.713654672993813
melanoma x eQTLGen_blood	18_2	18		False			0.747703994104518
melanoma x eQTLGen_blood	18_20	18		False			0.8275153365603571
melanoma x eQTLGen_blood	18_3	18		False			0.5022585729187048
melanoma x eQTLGen_blood	18_4	18		False			0.236801506256951
melanoma x eQTLGen_blood	18_5	18		False			0.5262373056646299
melanoma x eQTLGen_blood	18_6	18		False			0.675979984562508
melanoma x eQTLGen_blood	18_7	18		False			0.2536992023881219
melanoma x eQTLGen_blood	18_8	18		False			0.7311437455468118
melanoma x eQTLGen_blood	18_9	18		False			0.9295358837363306
melanoma x eQTLGen_blood	19_0	19		False	5924.0	5924.0	0.0776652718894314
melanoma x eQTLGen_blood	19_1	19		False	19836952.0	19836952.0	0.5635299564645058
melanoma x eQTLGen_blood	19_2	19	48645524.0	True	45104983.0	24240934.0	0.0163335742990934
melanoma x eQTLGen_blood	1_0	1		False	20548407.0	20548407.0	0.1541359909926497
melanoma x eQTLGen_blood	1_1	1		False	17828420.0	17828420.0	0.4178721287311039
melanoma x eQTLGen_blood	1_10	1		False	5510243.0	5510243.0	0.9044128011596422
melanoma x eQTLGen_blood	1_11	1		False	1974158.0	1974158.0	0.6723034584147844
melanoma x eQTLGen_blood	1_12	1		False	10418.0	10418.0	0.7438672424640252
melanoma x eQTLGen_blood	1_13	1		False	6483330.0	6483330.0	0.6182907990708391
melanoma x eQTLGen_blood	1_14	1		False	10890999.0	10890999.0	0.6181505443231468
melanoma x eQTLGen_blood	1_15	1		False	12910772.0	12910772.0	0.5623346980768029
melanoma x eQTLGen_blood	1_16	1		False	18828415.0	18828415.0	0.8768223944088822
melanoma x eQTLGen_blood	1_17	1		False	20676816.0	20676816.0	0.8345214955110047
melanoma x eQTLGen_blood	1_18	1		False	18698764.0	18698764.0	0.6426635804184885
melanoma x eQTLGen_blood	1_19	1		False	16403375.0	16403375.0	0.889451165569117
melanoma x eQTLGen_blood	1_2	1		False	11851236.0	11851236.0	0.4519216213581078
melanoma x eQTLGen_blood	1_20	1	113884828.0	True	6101481.0	11230.0	0.0072030388475827
melanoma x eQTLGen_blood	1_21	1		False	1450889.0	1450889.0	0.7960115812235776
melanoma x eQTLGen_blood	1_22	1		False	2533848.0	2533848.0	0.5747720403940204
melanoma x eQTLGen_blood	1_23	1	150750368.0	True	910.0	910.0	4.887053654087655e-08
melanoma x eQTLGen_blood	1_24	1	155018913.0	True	3589.0	3589.0	7.725476356441376e-06
melanoma x eQTLGen_blood	1_25	1		False	9519113.0	9519113.0	0.7101782093135851
melanoma x eQTLGen_blood	1_26	1		False	10608867.0	10608867.0	0.2547279456025198
melanoma x eQTLGen_blood	1_27	1		False	13312822.0	13312822.0	0.3312746074088611
melanoma x eQTLGen_blood	1_28	1		False	7131626.0	7131626.0	0.8763263062350353
melanoma x eQTLGen_blood	1_29	1		False	3181957.0	3181957.0	0.9255174458419082
melanoma x eQTLGen_blood	1_3	1		False	6700.0	6700.0	0.1860057765606707
melanoma x eQTLGen_blood	1_30	1		False	1584416.0	1584416.0	0.852759550257042
melanoma x eQTLGen_blood	1_31	1		False	7884.0	7884.0	0.0840100996311921
melanoma x eQTLGen_blood	1_32	1		False	4171088.0	4171088.0	0.7353977410474293
melanoma x eQTLGen_blood	1_33	1		False	1324757.0	1324757.0	0.6594312167420545
melanoma x eQTLGen_blood	1_34	1		False	140424.0	140424.0	0.777412791355113
melanoma x eQTLGen_blood	1_35	1		False	2032782.0	2032782.0	0.4234877453297425
melanoma x eQTLGen_blood	1_36	1		False	12579.0	12579.0	0.4019461070944279
melanoma x eQTLGen_blood	1_37	1		False	7899466.0	7899466.0	0.7227163210046655
melanoma x eQTLGen_blood	1_38	1		False	13282910.0	13282910.0	0.6579747909085175
melanoma x eQTLGen_blood	1_39	1		False	16690978.0	16690978.0	0.2851673954837651
melanoma x eQTLGen_blood	1_4	1	33002675.0	True	8541218.0	6263495.0	0.0131324268805998
melanoma x eQTLGen_blood	1_40	1		False	20112773.0	20112773.0	0.5337626216020956
melanoma x eQTLGen_blood	1_5	1		False	10332092.0	10332092.0	0.2187613101985704
melanoma x eQTLGen_blood	1_6	1		False	7928079.0	7928079.0	0.8383375732251791
melanoma x eQTLGen_blood	1_7	1		False	3119748.0	3119748.0	0.6786318799289812
melanoma x eQTLGen_blood	1_8	1		False	97948.0	97948.0	0.6480651099063053
melanoma x eQTLGen_blood	1_9	1		False	6361653.0	6361653.0	0.7955383979780258
melanoma x eQTLGen_blood	20_0	20		False	20182525.0	20182525.0	0.2200758580519762
melanoma x eQTLGen_blood	20_1	20		False	17772699.0	17772699.0	0.3926494379858676
melanoma x eQTLGen_blood	20_10	20		False	9372713.0	9372713.0	0.236801506256951
melanoma x eQTLGen_blood	20_11	20		False	3430767.0	3430767.0	0.56424794271728
melanoma x eQTLGen_blood	20_12	20	63612457.0	True	47957.0	31131.0	4.658714071260731e-06
melanoma x eQTLGen_blood	20_2	20		False	15527775.0	15527775.0	0.9290023881998944
melanoma x eQTLGen_blood	20_3	20		False	14422245.0	14422245.0	0.86942114328238
melanoma x eQTLGen_blood	20_4	20		False	12394655.0	12394655.0	0.6859512452199856
melanoma x eQTLGen_blood	20_5	20		False	5698464.0	5698464.0	0.6490649491771524
melanoma x eQTLGen_blood	20_6	20		False	2306362.0	2306362.0	0.6526318646431832
melanoma x eQTLGen_blood	20_7	20		False	16699.0	16699.0	0.7298826363228447
melanoma x eQTLGen_blood	20_8	20	34563741.0	True	32097.0	32097.0	3.1619014694149552e-15
melanoma x eQTLGen_blood	20_9	20		False	6385310.0	6385310.0	0.2740387793861842
melanoma x eQTLGen_blood	21_0	21		False	26149467.0	26149467.0	0.4308935134033641
melanoma x eQTLGen_blood	21_1	21		False	23566088.0	23566088.0	0.922617346709212
melanoma x eQTLGen_blood	21_2	21		False	21068666.0	21068666.0	0.8422233923275246
melanoma x eQTLGen_blood	21_3	21		False	14421565.0	14421565.0	0.5191868845390517
melanoma x eQTLGen_blood	21_4	21		False	11900036.0	11900036.0	0.4980237939875364
melanoma x eQTLGen_blood	21_5	21		False	1969839.0	1969839.0	0.3345162553154664
melanoma x eQTLGen_blood	21_6	21	41362064.0	True	9336.0	9336.0	0.0070665362010272
melanoma x eQTLGen_blood	22_0	22		False	12532.0	12532.0	0.1656958655618442
melanoma x eQTLGen_blood	22_1	22	35328666.0	True	23055.0	2903.0	4.196331624498628e-05
melanoma x eQTLGen_blood	22_2	22		False	10686.0	10686.0	0.0840100996311921
melanoma x eQTLGen_blood	2_0	2		False	23532183.0	23532183.0	0.3633456271026241
melanoma x eQTLGen_blood	2_1	2		False	21762245.0	21762245.0	0.4633821922661885
melanoma x eQTLGen_blood	2_10	2		False	12918676.0	12918676.0	0.8345214955110047
melanoma x eQTLGen_blood	2_11	2		False	15770831.0	15770831.0	0.7645807590749585
melanoma x eQTLGen_blood	2_12	2		False	20088869.0	20088869.0	0.4181255928703107
melanoma x eQTLGen_blood	2_13	2		False	22280712.0	22280712.0	0.1801293776114511
melanoma x eQTLGen_blood	2_14	2		False	28426934.0	28426934.0	0.236801506256951
melanoma x eQTLGen_blood	2_15	2		False	42468916.0	42468916.0	0.9111672355324092
melanoma x eQTLGen_blood	2_16	2		False	45841266.0	45841266.0	0.5607298899508166
melanoma x eQTLGen_blood	2_17	2		False	44471531.0	44471531.0	0.5778752840789657
melanoma x eQTLGen_blood	2_18	2		False	31939791.0	31939791.0	0.3281709452946598
melanoma x eQTLGen_blood	2_19	2		False	28492763.0	28492763.0	0.7782858715568707
melanoma x eQTLGen_blood	2_2	2		False	12625086.0	12625086.0	0.4651770625452667
melanoma x eQTLGen_blood	2_20	2		False	25051650.0	25051650.0	0.8851727221790539
melanoma x eQTLGen_blood	2_21	2		False	20692207.0	20692207.0	0.7668698546362929
melanoma x eQTLGen_blood	2_22	2		False	14396185.0	14396185.0	0.415656785223218
melanoma x eQTLGen_blood	2_23	2		False	12945739.0	12945739.0	0.9216273725806476
melanoma x eQTLGen_blood	2_24	2		False	6375237.0	6375237.0	0.3281709452946598
melanoma x eQTLGen_blood	2_25	2		False	3152750.0	3152750.0	0.5137118765985331
melanoma x eQTLGen_blood	2_26	2		False	37599.0	37599.0	0.7154555210322842
melanoma x eQTLGen_blood	2_27	2		False	3367870.0	3367870.0	0.4671367586484857
melanoma x eQTLGen_blood	2_28	2		False	8218495.0	8218495.0	0.5893055862864799
melanoma x eQTLGen_blood	2_29	2		False	9519542.0	9519542.0	0.889583664779485
melanoma x eQTLGen_blood	2_3	2		False	8817439.0	8817439.0	0.732837189227329
melanoma x eQTLGen_blood	2_30	2		False	13242954.0	13242954.0	0.6397404435187004
melanoma x eQTLGen_blood	2_31	2		False	16588618.0	16588618.0	0.5496822702944172
melanoma x eQTLGen_blood	2_32	2		False	21775536.0	21775536.0	0.3050848534311057
melanoma x eQTLGen_blood	2_33	2		False	24593430.0	24593430.0	0.4355785487466814
melanoma x eQTLGen_blood	2_34	2		False	29889826.0	29889826.0	0.4119293962645183
melanoma x eQTLGen_blood	2_35	2		False	25272690.0	25272690.0	0.7235725147928496
melanoma x eQTLGen_blood	2_36	2		False	18199981.0	18199981.0	0.6859512452199856
melanoma x eQTLGen_blood	2_37	2		False	16703623.0	16703623.0	0.5492916793377229
melanoma x eQTLGen_blood	2_38	2		False	13728168.0	13728168.0	0.9125967168005286
melanoma x eQTLGen_blood	2_39	2		False	9444232.0	9444232.0	0.3562324016371953
melanoma x eQTLGen_blood	2_4	2		False	6816054.0	6816054.0	0.0867586421589293
melanoma x eQTLGen_blood	2_40	2		False	3241020.0	3241020.0	0.5949237761322549
melanoma x eQTLGen_blood	2_41	2	201166975.0	True	20909.0	20909.0	7.852973073826479e-06
melanoma x eQTLGen_blood	2_42	2		False	4102205.0	4102205.0	0.6426635804184885
melanoma x eQTLGen_blood	2_43	2		False	2731172.0	2731172.0	0.5056865488635053
melanoma x eQTLGen_blood	2_44	2		False	1608210.0	1608210.0	0.8103399869894932
melanoma x eQTLGen_blood	2_45	2		False	4638601.0	4638601.0	0.5347629636544663
melanoma x eQTLGen_blood	2_46	2		False	8330014.0	8330014.0	0.5949237761322549
melanoma x eQTLGen_blood	2_47	2		False	11697226.0	11697226.0	0.3875477622403313
melanoma x eQTLGen_blood	2_48	2		False	4307206.0	4307206.0	0.236801506256951
melanoma x eQTLGen_blood	2_49	2		False	2605325.0	2605325.0	0.8129580212032471
melanoma x eQTLGen_blood	2_5	2		False	4659582.0	4659582.0	0.4616298390947358
melanoma x eQTLGen_blood	2_50	2		False	94826.0	94826.0	0.3204748039744991
melanoma x eQTLGen_blood	2_6	2		False	104131.0	104131.0	0.1541359909926497
melanoma x eQTLGen_blood	2_7	2		False	4479478.0	4479478.0	0.415656785223218
melanoma x eQTLGen_blood	2_8	2	38120895.0	True	49899.0	49899.0	0.0119053994768951
melanoma x eQTLGen_blood	2_9	2		False	3810745.0	3810745.0	0.3070475318222941
melanoma x eQTLGen_blood	3_0	3		False	69629245.0	69629245.0	0.9896488820142008
melanoma x eQTLGen_blood	3_1	3		False	64703851.0	64703851.0	0.1130687079698595
melanoma x eQTLGen_blood	3_10	3		False	7586362.0	7586362.0	0.6475301516484252
melanoma x eQTLGen_blood	3_11	3		False	5855266.0	5855266.0	0.8391560533894642
melanoma x eQTLGen_blood	3_12	3		False	120145.0	120145.0	0.2342821195642037
melanoma x eQTLGen_blood	3_13	3		False	1708060.0	1708060.0	0.9125967168005286
melanoma x eQTLGen_blood	3_14	3		False	5356853.0	5356853.0	0.906513442538958
melanoma x eQTLGen_blood	3_15	3		False	8714191.0	8714191.0	0.8665042682627728
melanoma x eQTLGen_blood	3_16	3		False	15584497.0	15584497.0	0.5042468118885925
melanoma x eQTLGen_blood	3_17	3		False	17243185.0	17243185.0	0.5781037931027551
melanoma x eQTLGen_blood	3_18	3		False	23853403.0	23853403.0	0.3659767199445404
melanoma x eQTLGen_blood	3_19	3		False	27862415.0	27862415.0	0.590060304620425
melanoma x eQTLGen_blood	3_2	3		False	49810859.0	49810859.0	0.5422693920252708
melanoma x eQTLGen_blood	3_20	3		False	29871017.0	29871017.0	0.5631874948143952
melanoma x eQTLGen_blood	3_21	3		False	35486578.0	35486578.0	0.9044370489358108
melanoma x eQTLGen_blood	3_22	3		False	37531040.0	37531040.0	0.798368195022929
melanoma x eQTLGen_blood	3_23	3		False	38258996.0	38258996.0	0.5281418814812733
melanoma x eQTLGen_blood	3_24	3		False	18653105.0	18653105.0	0.0768590945698173
melanoma x eQTLGen_blood	3_25	3		False	16310565.0	16310565.0	0.8441935942408526
melanoma x eQTLGen_blood	3_26	3		False	13576191.0	13576191.0	0.4731883178713403
melanoma x eQTLGen_blood	3_27	3		False	9287171.0	9287171.0	0.5434970537584036
melanoma x eQTLGen_blood	3_28	3		False	34792.0	34792.0	0.3572872174019827
melanoma x eQTLGen_blood	3_29	3	156801238.0	True	3549736.0	1718171.0	2.446193337308471e-05
melanoma x eQTLGen_blood	3_3	3		False	45722352.0	45722352.0	0.8164460541488275
melanoma x eQTLGen_blood	3_30	3		False	5299863.0	5299863.0	0.7471583923795523
melanoma x eQTLGen_blood	3_31	3		False	6750982.0	6750982.0	0.6354910315197544
melanoma x eQTLGen_blood	3_32	3		False	1919035.0	1919035.0	0.8811241927214957
melanoma x eQTLGen_blood	3_33	3		False	51720.0	51720.0	0.5465039283385986
melanoma x eQTLGen_blood	3_34	3		False	9238562.0	9238562.0	0.2107902313587643
melanoma x eQTLGen_blood	3_35	3		False	13006542.0	13006542.0	0.1170531647922905
melanoma x eQTLGen_blood	3_36	3		False	19772589.0	19772589.0	0.7841298388194052
melanoma x eQTLGen_blood	3_37	3		False	23108558.0	23108558.0	0.5631874948143952
melanoma x eQTLGen_blood	3_4	3		False	44256866.0	44256866.0	0.6813377143989583
melanoma x eQTLGen_blood	3_5	3		False	41496362.0	41496362.0	0.2786587486996379
melanoma x eQTLGen_blood	3_6	3		False	36051923.0	36051923.0	0.2930699639912087
melanoma x eQTLGen_blood	3_7	3		False	14901726.0	14901726.0	0.0550028326525403
melanoma x eQTLGen_blood	3_8	3		False	11203219.0	11203219.0	0.1585270487810575
melanoma x eQTLGen_blood	3_9	3		False	8924070.0	8924070.0	0.9043476652007733
melanoma x eQTLGen_blood	4_0	4		False	29079910.0	29079910.0	0.1170531647922905
melanoma x eQTLGen_blood	4_1	4		False	26038173.0	26038173.0	0.8562153801433724
melanoma x eQTLGen_blood	4_10	4		False	7205139.0	7205139.0	0.999750668536284
melanoma x eQTLGen_blood	4_11	4		False	9942374.0	9942374.0	0.7235963502290073
melanoma x eQTLGen_blood	4_12	4		False	14516022.0	14516022.0	0.5281418814812733
melanoma x eQTLGen_blood	4_13	4		False	17881717.0	17881717.0	0.5984509062924815
melanoma x eQTLGen_blood	4_14	4		False	30042465.0	30042465.0	0.5022585729187048
melanoma x eQTLGen_blood	4_15	4		False	31898123.0	31898123.0	0.8266674725894647
melanoma x eQTLGen_blood	4_16	4		False	33316558.0	33316558.0	0.9201146893415532
melanoma x eQTLGen_blood	4_17	4		False	21790571.0	21790571.0	0.3365415002405751
melanoma x eQTLGen_blood	4_18	4		False	19727512.0	19727512.0	0.8047566843703917
melanoma x eQTLGen_blood	4_19	4		False	15502581.0	15502581.0	0.3659767199445404
melanoma x eQTLGen_blood	4_2	4		False	23890223.0	23890223.0	0.7557676404857439
melanoma x eQTLGen_blood	4_20	4		False	10962178.0	10962178.0	0.5281418814812733
melanoma x eQTLGen_blood	4_21	4		False	2236860.0	2236860.0	0.2331862354625969
melanoma x eQTLGen_blood	4_22	4		False	353326.0	353326.0	0.3601989497193728
melanoma x eQTLGen_blood	4_23	4		False	6612480.0	6612480.0	0.3079643356290691
melanoma x eQTLGen_blood	4_24	4		False	8448320.0	8448320.0	0.910257387024908
melanoma x eQTLGen_blood	4_25	4		False	12893776.0	12893776.0	0.0917009621230802
melanoma x eQTLGen_blood	4_26	4		False	19372156.0	19372156.0	0.0867586421589293
melanoma x eQTLGen_blood	4_27	4		False	22508585.0	22508585.0	0.8877487739091683
melanoma x eQTLGen_blood	4_28	4		False	23619319.0	23619319.0	0.3601989497193728
melanoma x eQTLGen_blood	4_29	4		False	32903964.0	32903964.0	0.2446148246638085
melanoma x eQTLGen_blood	4_3	4		False	19658840.0	19658840.0	0.6005235278311096
melanoma x eQTLGen_blood	4_30	4		False	37364839.0	37364839.0	0.6328794341054401
melanoma x eQTLGen_blood	4_31	4		False	42716968.0	42716968.0	0.8763263062350353
melanoma x eQTLGen_blood	4_32	4		False	44787789.0	44787789.0	0.5496822702944172
melanoma x eQTLGen_blood	4_33	4		False	50015895.0	50015895.0	0.8383375732251791
melanoma x eQTLGen_blood	4_34	4		False	52659432.0	52659432.0	0.7339540358453409
melanoma x eQTLGen_blood	4_35	4		False	57785400.0	57785400.0	0.9489966899768932
melanoma x eQTLGen_blood	4_36	4		False	59638260.0	59638260.0	0.9292176904100308
melanoma x eQTLGen_blood	4_37	4		False	62911525.0	62911525.0	0.6859512452199856
melanoma x eQTLGen_blood	4_38	4		False	67832370.0	67832370.0	0.7298826363228447
melanoma x eQTLGen_blood	4_39	4		False	70680888.0	70680888.0	0.8557393846313194
melanoma x eQTLGen_blood	4_4	4		False	16766216.0	16766216.0	0.9772780878700246
melanoma x eQTLGen_blood	4_40	4		False	72101563.0	72101563.0	0.968864845218811
melanoma x eQTLGen_blood	4_41	4		False	77580186.0	77580186.0	0.2446148246638085
melanoma x eQTLGen_blood	4_42	4		False	82167558.0	82167558.0	0.6084612305528878
melanoma x eQTLGen_blood	4_43	4		False	84611571.0	84611571.0	0.9407805881718684
melanoma x eQTLGen_blood	4_5	4		False	14988401.0	14988401.0	0.7429417307606991
melanoma x eQTLGen_blood	4_6	4		False	10434862.0	10434862.0	0.5390691661811435
melanoma x eQTLGen_blood	4_7	4		False	5472191.0	5472191.0	0.9235411139080306
melanoma x eQTLGen_blood	4_8	4		False	1158211.0	1158211.0	0.1860057765606707
melanoma x eQTLGen_blood	4_9	4		False	140445.0	140445.0	0.3903321850615689
melanoma x eQTLGen_blood	5_0	5		False	2766.0	2766.0	0.1541359909926497
melanoma x eQTLGen_blood	5_1	5		False	4156825.0	4156825.0	0.719772089539629
melanoma x eQTLGen_blood	5_10	5		False	1607159.0	1607159.0	0.0660726847032582
melanoma x eQTLGen_blood	5_11	5		False	5923898.0	5923898.0	0.8398598565836348
melanoma x eQTLGen_blood	5_12	5		False	40384.0	40384.0	0.4616298390947358
melanoma x eQTLGen_blood	5_13	5		False	1756993.0	1756993.0	0.9407805881718684
melanoma x eQTLGen_blood	5_14	5		False	3544914.0	3544914.0	0.2446148246638085
melanoma x eQTLGen_blood	5_15	5		False	5683022.0	5683022.0	0.910257387024908
melanoma x eQTLGen_blood	5_16	5		False	8005284.0	8005284.0	0.808226386520718
melanoma x eQTLGen_blood	5_17	5		False	10281031.0	10281031.0	0.9788533788013216
melanoma x eQTLGen_blood	5_18	5		False	11559255.0	11559255.0	0.236801506256951
melanoma x eQTLGen_blood	5_19	5		False	14668269.0	14668269.0	0.4898843128655442
melanoma x eQTLGen_blood	5_2	5		False	6532452.0	6532452.0	0.774918609010426
melanoma x eQTLGen_blood	5_20	5		False	8669595.0	8669595.0	0.2446148246638085
melanoma x eQTLGen_blood	5_21	5		False	2622641.0	2622641.0	0.839292587788597
melanoma x eQTLGen_blood	5_22	5		False	307570.0	307570.0	0.8356429049347817
melanoma x eQTLGen_blood	5_23	5		False	3183199.0	3183199.0	0.4671367586484857
melanoma x eQTLGen_blood	5_24	5		False	7533757.0	7533757.0	0.7761184827243379
melanoma x eQTLGen_blood	5_25	5		False	9698693.0	9698693.0	0.7841298388194052
melanoma x eQTLGen_blood	5_26	5		False	11302192.0	11302192.0	0.56424794271728
melanoma x eQTLGen_blood	5_27	5		False	16530159.0	16530159.0	0.9111929769102888
melanoma x eQTLGen_blood	5_28	5		False	18189830.0	18189830.0	0.3204748039744991
melanoma x eQTLGen_blood	5_29	5		False	24235663.0	24235663.0	0.5434970537584036
melanoma x eQTLGen_blood	5_3	5		False	8223387.0	8223387.0	0.5778752840789657
melanoma x eQTLGen_blood	5_30	5		False	27991556.0	27991556.0	0.8636534809919373
melanoma x eQTLGen_blood	5_31	5		False	26327603.0	26327603.0	0.7621892690635929
melanoma x eQTLGen_blood	5_32	5		False	24819929.0	24819929.0	0.9363631120774624
melanoma x eQTLGen_blood	5_33	5		False	20906583.0	20906583.0	0.5529609112860413
melanoma x eQTLGen_blood	5_34	5		False	13706793.0	13706793.0	0.16136861686768
melanoma x eQTLGen_blood	5_35	5		False	7744014.0	7744014.0	0.4234877453297425
melanoma x eQTLGen_blood	5_36	5		False	5661652.0	5661652.0	0.8636534809919373
melanoma x eQTLGen_blood	5_37	5		False	129411.0	129411.0	0.4296421070211875
melanoma x eQTLGen_blood	5_38	5		False	4139540.0	4139540.0	0.6859512452199856
melanoma x eQTLGen_blood	5_39	5		False	7206863.0	7206863.0	0.5691370409318263
melanoma x eQTLGen_blood	5_4	5		False	12915136.0	12915136.0	0.3281709452946598
melanoma x eQTLGen_blood	5_40	5		False	13617525.0	13617525.0	0.9407805881718684
melanoma x eQTLGen_blood	5_41	5		False	18397716.0	18397716.0	0.3091811860722993
melanoma x eQTLGen_blood	5_42	5		False	19939794.0	19939794.0	0.6492521442566151
melanoma x eQTLGen_blood	5_43	5		False	22277661.0	22277661.0	0.5496822702944172
melanoma x eQTLGen_blood	5_44	5		False	26080676.0	26080676.0	0.3621877654321188
melanoma x eQTLGen_blood	5_5	5		False	15179398.0	15179398.0	0.8160515290242838
melanoma x eQTLGen_blood	5_6	5		False	12497617.0	12497617.0	0.9453616070360822
melanoma x eQTLGen_blood	5_7	5		False	9768999.0	9768999.0	0.2446148246638085
melanoma x eQTLGen_blood	5_8	5		False	34898.0	34898.0	0.6354910315197544
melanoma x eQTLGen_blood	5_9	5		False	415992.0	415992.0	0.5949237761322549
