pmid	title	abstract	journal	year	pmc	eligible
41089542	Identification of Potential Therapeutic Targets for Sepsis Using Mendelian Randomization and Integrated eQTL/pQTL Analysis.	Sepsis significantly contributes to global morbidity, yet effective treatments remain limited. Mendelian randomization (MR), integrated with genetic data, offers promise for uncovering novel therapeutic targets. We utilized eQTL (eQTLGen) and pQTL (DECODE) data as exposures, and GWAS summaries for sepsis (UK Biobank, FinnGen) as outcomes. GEO datasets (GSE57065, GSE95233) underwent batch correctio	International journal of general medicine	2025	PMC12517198	False
41098863	Integrated Mendelian randomization analysis reveals causal relationship between LAMA5 and bladder cancer and its metabolic mechanisms.	Previous research has shown that laminin &#x3b1;5 (LAMA5) is es-sential for a variety of biological processes, including cellular adhesion, cell differentiation, migration, and metastasis. However, the role of LAMA5 in bladder cancer (BC) has not been explored before. Therefore, we employed Mendelian randomization (MR) to investigate its involvement and identify underlying metabolic mechanisms. Ut	Contemporary oncology (Poznan, Poland)	2025	PMC12518207	False
41099937	Integrated single-cell and Mendelian randomization analyses: dissecting underlying causes of varied efficacy in immune neoadjuvant therapy for esophageal carcinoma.	Esophageal cancer has a low 5-year survival rate despite treatments. scRNA-seq and MR offer insights into neoadjuvant treatment efficacy for precision medicine. Three post-neoadjuvant treatment datasets underwent QC for Seurat analysis. Marker genes identified cell subsets. MR analyzed eQTL data from GWAS cohorts for causal links. Single-cell and MR-derived genes intersected to reveal PLTP in CD4&	Discover oncology	2025	PMC12532960	False
41102678	Uncovering Novel Susceptible Genes and Therapeutic Targets of Prostate Cancer: a Multi-omics Study Integrating Summary-based Mendelian Randomization Analysis and Molecular Docking.	Understanding the role of causal genes of prostate cancer (PrCa) can reveal key biological pathways and identify potential targets for treatment. We investigated associations between genetically predicted gene expression levels and PrCa risk using cis-eQTL summary-based Mendelian randomization (SMR) and colocalization analysis. Findings were replicated using two independent PrCa GWAS. We then inte	Biological procedures online	2025	PMC12532825	False
41104896	Exploring the role of cytochrome P450 family 1 subfamily B member 1 and quercetin in modulating neuropathic pain after spinal cord injury.	Spinal cord injury (SCI) represents a notable global health challenge, with neuropathic pain (NP) being a common complication that intensifies patient suffering. Existing research tends to overlook the temporal aspects of NP and fails to offer targeted treatment options. To tackle this issue, the present study initially examined genome&#x2011;wide association study summaries related to NP, incorpo	Molecular medicine reports	2026	PMC12572761	True
41118084	Association of antipsychotic drug target genes and risk of lung cancer: a Mendelian randomization study.	Antipsychotic drugs are associated with various tumors, but their causal relationship with lung cancer risk remains unclear. We aimed to investigate this association using Mendelian randomization (MR) analyses. We performed summary-data-based MR (SMR) using blood-derived expression quantitative trait loci (eQTL) and two sample-MR using single nucleotide polymorphism (SNP) of antipsychotic drug tar	Discover oncology	2025	PMC12540951	True
41120349	Peripheral immune cell-specific genes in Parkinson's disease uncovered by multi-omics with therapeutic implications.	Parkinson's disease (PD) is a complex neurodegenerative disorder with growing evidence suggests peripheral immunity plays a role in its pathogenesis. However, the specific peripheral immune cell types and gene expression profiles associated with PD remain unclear. In this study, we integrated single-cell expression quantitative trait loci (sc-eQTL) data from 14 immune cell types in the OneK1K coho	NPJ Parkinson's disease	2025	PMC12540756	True
41120779	The Causal Relationship Between Palmitoylation Genes and Parkinson's Disease: A Mendelian Randomization Study.	This work examined the causal link between palmitoylation-related genes and Parkinson's disease (PD) by Mendelian randomization (MR). We conducted two-sample Mendelian randomization utilizing genome-wide association study (GWAS) summary statistics. Expression quantitative trait loci (eQTL) data for palmitoylation genes were sourced from eQTLGen, whilst PD data were derived from the GWAS Catalogue 	Journal of molecular neuroscience : MN	2025		True
41124083	COL6A1, LAPTM5, and ZFAND2A as Crucial Biomolecules Driving Immunoregulation in Human Nucleus Pulposus Degeneration.	Intervertebral disc degeneration (IVDD) is a major contributor to chronic low back pain, driven by complex interactions among immune cells and various molecular mechanisms. In this study, we integrated single-cell RNA sequencing (scRNA-Seq), transcriptomics, and Mendelian randomization (MR) analysis to investigate the immune mechanisms and identify key biomolecules involved in IVDD. Single-cell an	FASEB journal : official publication of the Federation of American Societies for Experimental Biology	2025	PMC12543048	False
41129479	&lt;italic&gt;PDIA5&lt;/italic&gt; and &lt;italic&gt;ARFIP1&lt;/italic&gt; as Immunogenetic Biomarkers and Therapeutic Targets in Pancreatic Neuroendocrine Neoplasms: A Multi-Omics Study Integrating MR, Gene Expression Microarray, and Single-Cell Transcriptomics.	Pancreatic neuroendocrine neoplasms (PanNENs) are characterized by significant clinical heterogeneity and limited therapeutic options, particularly in metastatic or recurrent cases. Identifying actionable molecular targets and biomarkers is essential for improving patient outcomes. We employed a multi-omics approach to identify biomarkers and therapeutic targets for PanNENs. Two-sample Mendelian r	Neuroendocrinology	2025		True
41137358	Genetic variation in targets of granulocyte colony-stimulating factor drugs and 14 cancers risk: A Mendelian randomization study.	Previous studies suggest that granulocyte colony-stimulating factor (G-CSF) drugs may increase the risk of certain cancers, but findings remain controversial. We employed a drug-target Mendelian randomization approach to investigate the causal relationship between G-CSF and 14 cancer types. The target gene of G-CSF drugs was sourced from the DrugBank database. Expression quantitative trait loci da	Medicine	2025	PMC12558334	False
41143248	Deciphering Alzheimer's disease transcriptomics: exploration and validation of core genes in tau and A&#x3b2; pathological models toward novel therapeutic targets.	To decode the pathology of Alzheimer's disease (AD), this study employs multi-omics approaches and bioinformatics analyses to explore AD-associated differentially expressed genes (DEGs), dissect the underlying mechanisms, and thereby facilitate the identification of core genes as well as the development of targeted therapeutic strategies. Six independent AD datasets were collected from the Gene Ex	Frontiers in aging neuroscience	2025	PMC12549628	True
41158309	Metabolic-immune crosstalk in myocardial infarction: RLF and SMCHD1 identified as causal therapeutic targets via integrated lactylation-MR analysis.	The diagnosis of Myocardial Infarction (MI) requires the discovery of specific diagnostic biomarkers beyond high-sensitivity cardiac troponins. To identify causal MI-associated genes regulated by lactylation modification and elucidate their roles in metabolic-immune dysregulation. This multi-omics study combined bioinformatic analyses of human MI datasets (GSE60993/GSE61144/GSE66360) with experime	Frontiers in cell and developmental biology	2025	PMC12554677	False
41160232	Multi-omics reveals cross-tissue regulatory mechanisms of autism risk loci via gut microbiota-immunity-brain axis.	Autism Spectrum Disorder (ASD) involves a multi-system interaction mechanism among genetics, immunity, and gut microbiota, yet its regulatory network remains undefined. This study conducted a meta-analysis on Genome-Wide Association Study data from four independent ASD cohorts to identify potential genetic loci. By integrating Polygenic Priority Score, brain region, and brain cell eQTL enrichment 	AMB Express	2025	PMC12572420	False
41163284	Identification of Potential Drug Targets for Generalized Anxiety Disorder: A Mendelian Randomization Study Based on Druggable Genes.	Generalized anxiety disorder (GAD) is a prevalent and intricate mental disorder that significantly impairs the quality of life of patients. Currently, the exact etiology of GAD remains incompletely understood. Consequently, the discovery of novel drug targets for GAD is highly important. We obtained cis-eQTL data of druggable genes from the eQTLGen Consortium as the exposure data and GWAS data of 	Current pharmaceutical biotechnology	2025		False
41165397	Druggable Genome Mendelian Randomization and GWAS-sceQTLs MR Analysis Reveal Genetic Associations Between Open-Angle Glaucoma and Immune Cells, and Identify Potential Drugs.	The purpose of this study was to identify therapeutic targets and repurposable drugs for primary open-angle glaucoma (POAG) by investigating its immunometabolic mechanisms using druggable genomic and single-cell transcriptomic approaches. We integrated druggable genome-wide and single-cell Mendelian randomization (MR) using POAG genome-wide association study (GWAS) data, blood and single-cell expr	Translational vision science &amp; technology	2025	PMC12584030	True
41188790	Cross-tissue transcriptome-wide association studies identify genetic susceptibility genes for prostate cancer.	Despite significantPlease check if article title presented correctly. advances made by genome-wide association studies (GWAS) in the genetic exploration of tumors such as prostate cancer (PCa), the precise pathogenic genes and underlying biological mechanisms of PCa remain unclear. To address this complex issue, we used a cross-tissue transcriptome-wide association study (TWAS) strategy within the	BMC cancer	2025	PMC12587738	False
41191606	A multi-dimensional bioinformatic dissection of the molecular mechanisms in high-BMI-associated colorectal cancer: identification and validation of EGLN1 as a key target.	Colorectal cancer (CRC) represents a major global health burden, and a high body mass index (BMI) has been established as an independent risk factor. Despite this clear epidemiological association, the complex molecular mechanisms driving CRC progression in the context of high BMI remain to be fully elucidated. This study aimed to systematically investigate the genetic association and potential mo	International journal of surgery (London, England)	2026		True
41204543	Development and validation of a prognostic model for endometrial carcinoma using causal genes identified by Mendelian randomization.	Endometrial carcinoma (EC) remains an ambiguous pathogenesis. This study aimed to investigate the potential of causal genes in predicting EC prognosis. The prognostic biomarkers of EC were identified using univariate Cox regression analyses based on data from The Cancer Genome Atlas Uterine Corpus Endometrial Carcinoma (TCGA-UCEC). Mendelian randomization (MR) analyses were conducted to infer caus	Medicine	2025	PMC12599766	True
41209747	Druggable Genome-Wide Mendelian Randomization Identifies Distinct Therapeutic Targets for Low Back Pain, Intervertebral Disk Degeneration, and Sciatica.	There are no effective drugs for the treatment of low back pain (LBP), intervertebral disk degeneration (IVDD), or sciatica. We aimed to identify potential therapeutic targets through druggable genome-wide Mendelian randomization (MR) analysis. This study utilized large-scale expression quantitative trait loci (eQTLs) and protein quantitative trait loci (pQTLs), integrating existing druggable geno	Journal of pain research	2025	PMC12595932	True
41210684	Integrative Analysis of GEO Datasets and Mendelian Randomization Reveals a Potential Role ofISOC1 in Renal Cell Carcinoma.	Background: Renal cell carcinoma (RCC) is a leading malignancy of the urinary system, with clear cell RCC (ccRCC) being the most prevalent subtype. Despite advances in treatment, the prognosis of advanced RCC remains poor, and the molecular mechanisms underlying its pathogenesis are not fully understood. Methods: This study utilized multiple renal cancer cohorts from the Gene Expression Omnibus (G	Journal of Cancer	2025	PMC12595268	True
41212276	Systematic druggable genome-wide Mendelian randomization identifies therapeutic targets for gout.	Gout is a prevalent and debilitating form of inflammatory arthritis caused by the deposition of monosodium urate crystals resulting from sustained hyperuricemia. Despite the availability of urate-lowering therapies, a substantial proportion of patients continue to experience recurrent flares or face treatment limitations, underscoring the urgent need for alternative therapeutic strategies. Recent 	Naunyn-Schmiedeberg's archives of pharmacology	2026		False
41216857	Integrating Single-Cell Transcriptome-Wide Mendelian Randomization and Differentially Expressed Gene Analyses to Prioritize Dynamic Immune-Related Drug Targets for Cancers.	Single-cell expression quantitative trait loci data offer promising opportunities to inform immune-related drug development in cancer. However, pleiotropy can complicate causal inference. We introduce MR-DEG, a framework that integrates Mendelian randomization (MR) and differential expressed gene (DEG) to strengthen causal inference. Using eight conventional MR and colocalization methods, we estim	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	2025	PMC12697907	True
41233745	A single-cell multi-omics framework identifies immune cell drivers of migraine and repurposable therapeutics.	Migraine, a complex neurovascular disorder, is closely associated with neuroinflammation and immune dysregulation. However, the high heterogeneity of immune cell populations means that the specific cellular immune mechanisms driving migraine susceptibility remain unclear. We integrated single-cell expression quantitative trait locus (sc-eQTL) data by applying single-cell Mendelian randomization (M	The journal of headache and pain	2025	PMC12613605	True
41233983	Single-cell transcriptome-wide Mendelian randomization and colocalization reveal cell-specific mechanisms in systemic lupus erythematosus.	SLE is a multifactorial autoimmune disease with complex genetic architecture and immune cell involvement. While genome-wide association studies (GWAS) have identified numerous risk loci, most are non-coding, making it challenging to pinpoint causal eGenes [genes with expression quantitative trait loci (eQTLs)] and therapeutic targets. We integrated single-cell expression quantitative trait loci (s	Rheumatology (Oxford, England)	2026		True
41239582	Multi-omics evidence supports PROC as a potential predictor of VTE risk: A Mendelian randomization study.	Venous thromboembolism (VTE) is a common cardiovascular condition whose etiology is closely linked to a range of factors, including trauma, immobilization, and environmental influences. The application of multi-omics Mendelian randomization may prove to be a valuable approach in clarifying the fundamental pathogenic mechanisms associated with VTE. Based on multi-omics data of mQTL, eQTL and pQTL, 	Medicine	2025	PMC12622633	False
41239652	Immune cell-specific gene expression and its causal role in osteoporosis and bone mineral density: Insights from single-cell eQTL and GWAS data integration.	Osteoporosis (OP) is a common metabolic bone disease, with genetic and immune system factors playing crucial roles in its pathogenesis. With the advancement of single-cell RNA sequencing (scRNA-seq), gene expression regulation at the immune cell subtype level has been more deeply explored. In this study, we integrated single-cell expression quantitative trait loci data with genome-wide association	Medicine	2025	PMC12622667	False
41252059	Integrative eQTL and Mendelian randomization analysis reveals key genes in colorectal cancer.	Colorectal cancer (CRC) represents a crucial global public health concern, yet its molecular mechanisms underlying CRC are not completely comprehended. This study utilizes Mendelian randomization (MR) in conjunction with comprehensive transcriptome profiling to discover crucial genetic markers associated with CRC. Using CRC datasets from The Cancer Genome Atlas (TCGA), R software analyzed differen	Discover oncology	2025	PMC12627289	False
41254692	Integrative multi-omics and Mendelian randomization identify WWOX and THBS2 as potential therapeutic targets in mature T/NK-cell lymphoma.	Mature T/NK-cell lymphoma is a highly heterogeneous, aggressive non-Hodgkin lymphoma. Due to the lack of specific therapeutic targets, treatment outcomes for patients with relapsed/refractory (R/R) disease are limited, and survival rates are low. Therefore, there is an urgent need to explore specific therapeutic targets and treatment strategies based on molecular mechanisms. Multi-omics data inclu	Journal of translational medicine	2025	PMC12625014	True
41254735	HLA-A drives diabetic retinopathy pathogenesis: multi-omics integration reveals resveratrol's therapeutic potential via immunomodulation.	Diabetic retinopathy (DR) remains a leading cause of vision impairment worldwide, with limited therapeutic options and early detection methods. This study aims to identify novel biomarkers for DR to address the critical need for therapeutic targets. We employed a multi-omics strategy combining scRNA-seq analysis of DR-related immune cell populations with bidirectional MR integrating quantitative t	Journal of translational medicine	2025	PMC12625036	True
41258624	Integrative genomic analysis reveals causal relationships between breast mammary tissue gene expression and breast cancer risk using multi-method Mendelian randomization.	Understanding the causal relationships between gene expression levels in breast mammary tissue and breast cancer susceptibility is crucial for identifying therapeutic targets and developing prevention strategies. However, traditional observational studies are limited by confounding factors and reverse causation. We conducted a comprehensive multi-analytical approach combining Mendelian randomizati	Discover oncology	2025	PMC12630431	True
41261637	Identifying potential drug targets for cerebral amyloid angiopathy: A Mendelian randomization study based on the druggable genes.	Cerebral amyloid angiopathy (CAA), which is prevalent among older adults, constitutes a major cause of brain hemorrhage, dementia, and cognitive decline. Currently, no effective treatments for alleviating the disease of CAA exist. Hence, the discovery of novel drug targets for CAA is of utmost significance. Cis-expression quantitative trait locus (cis-eQTL) of druggable genes from eQTLGen Consorti	Medicine	2025	PMC12582833	True
41283971	CXCL10 promotes non-small cell lung cancer (NSCLC) progression by modulating the phosphate to urate ratio (PUR).	This study aims to explore the causal relationships and mechanisms between NSCLC-related genes, metabolites, and NSCLC using Mendelian Randomization (MR). The study employed differential gene expression analysis, two-sample MR analysis, and mediation analysis, utilizing NSCLC Genome-Wide Association Study (GWAS) data from the Finngen database, gene data from the eQTLGen and pQTL databases, and NSC	Discover oncology	2025	PMC12748452	False
41288822	Integration of Mendelian randomization and transcriptome wide association studies for causal gene identification in ovarian cancer genetic architecture.	Ovarian cancer remains one of the most lethal gynecological malignancies with limited understanding of its genetic architecture and causal mechanisms. While genome-wide association studies have identified numerous susceptibility loci, the causal relationships between gene expression and ovarian cancer risk remain poorly understood. We conducted a comprehensive genetic analysis integrating two-samp	Discover oncology	2025	PMC12647496	True
41289788	Identification of SARS2, PKN1, and IL11RA as causally-associated genes for patients with gastric cancer via immune cell activity: A multi-omics Mendelian randomization study integrating GWAS, eQTL, and pQTL data.	Gastric cancer (GC) is a highly heterogeneous gastrointestinal malignancy associated with poor prognosis. A comprehensive understanding of its molecular mechanisms is crucial for identifying novel therapeutic targets. This study employed a multi-omics Mendelian randomization (MR) approach to investigate the causal associations among gene expression, protein expression levels, and immune cells in G	Cancer treatment and research communications	2025		False
41296236	Identification of potential bladder cancer drug targets through Mendelian randomization and molecular docking.	Bladder cancer is a common and lethal malignancy with high treatment costs due to frequent recurrence and prolonged therapy. Despite therapeutic advances, many patients develop drug-resistant metastatic disease, underscoring the need for new treatments. Using the STROBE-MR guidelines, we performed Mendelian randomization with cis- expression quantitative trait loci (eQTLs) from the eQTLGen Consort	Discover oncology	2025	PMC12657707	True
41310897	Integrative multi-omics and single-cell transcriptomics reveal ARHGEF12 driving chemoresistance in bladder cancer.	Bladder cancer (BLCA) is the predominant type of urothelial carcinoma in urinary system, and resistance to cisplatin-based chemotherapy substantially worsens clinical outcomes, presenting a major therapeutic obstacle. In this study, we integrated genome-wide association study (GWAS) data with expression quantitative trait loci (eQTL) analyses, and applied Mendelian randomization (MR) to assess the	Hereditas	2025	PMC12661753	True
41321627	Identifying CTSF and GSTM3 as chemoresistance therapeutic targets in breast cancer through multi-omics MR analysis.	Breast cancer is a leading cause of cancer-related mortality worldwide, with drug resistance remaining a major therapeutic challenge. We integrated multi-omics data-including GWAS, eQTL, and pQTL-with Mendelian randomization to identify genes associated with breast cancer risk and therapy response. Our analyses revealed CTSF and GSTM3 as key candidates, showing consistent associations at both RNA 	iScience	2025	PMC12661990	False
41335165	Mendelian randomization analysis integrating GWAS and eQTL data identified potential regulatory genes associated with prostate cancer in neural cells.	OBJECTIVE: Although studies have suggested a potential link between the nervous system and prostate cancer, the underlying regulatory mechanisms remain unclear. Therefore, it is crucial to identify the genes involved in regulating prostate cancer within the nervous system. METHODS: We utilized eQTL data from eight neural cell types as exposure factors and GWAS data for prostate cancer as outcome e	Discover oncology	2025	PMC12779851	False
41346997	Neuromedin B identified as a therapeutic target for atopic dermatitis: evidence from Mendelian randomization and PCR validation.	Atopic dermatitis (AD) is a long-standing inflammatory dermatosis marked by intense itching and immune imbalance. Despite recent advances in targeted biologic therapies, limitations in efficacy and cost highlight the urgent need for novel therapeutic targets. We employed Mendelian randomization (MR) by combining genome-wide association studies (GWAS), expression quantitative trait loci (eQTL), and	Frontiers in medicine	2025	PMC12672242	True
41349740	Multi-omics data mining reveals macrophage-mediated effects of cathepsin B on esophageal adenocarcinoma risk.	Esophageal adenocarcinoma (EAC), a predominant esophageal cancer subtype, has risen markedly in Western populations, yet its pathogenesis remains poorly defined. Cathepsins, a family of lysosomal proteolytic enzymes, have been implicated in the progression of various tumors. However, the causal relationship between the cathepsin family and EAC remains unresolved. In order to explore the associatio	International journal of biological macromolecules	2026		False
41358260	Tissue- and Cell-Type-Specific Genetic Regulation of CTBP1 in Breast Cancer: Integrative Analyses with Exploratory Single-Cell and Imaging Data.	CTBP1, an NADH-dependent transcriptional co-repressor subject to succinylation, may orchestrate both systemic and cell-type-specific effects on tumor development. This integrative study represents a novel approach, combining genetic regulation, single-cell expression quantitative trait loci (eQTLs), and imaging radiomics to investigate CTBP1 in breast cancer. We integrated tissue-relevant eQTLs wi	Breast cancer (Dove Medical Press)	2025	PMC12679871	False
41361055	Identifying putative causal links between serum circulating microRNAs and thyroid cancer using Mendelian randomization.	Thyroid cancer, the most common malignancy in the endocrine system, has seen a global increase in incidence. This study aims to investigate the causal relationship between serum circulating microRNAs (miRNAs) and thyroid cancer risk using a Mendelian randomization (MR) approach. We conducted a two-sample MR analysis using miRNA expression quantitative trait loci (eQTL) data from two independent co	Discover oncology	2025	PMC12796038	False
41366589	Exploring the pathogenic mechanism of RNH1 in colorectal cancer based on eQTL, Multi-omics and deep learning.	Colorectal cancer (CRC) is a major global health concern with increasing incidence. Current treatments, though improved, require novel biomarkers for better diagnosis and management. Disulfidptosis, a recently characterized form of cell death, may play a critical role in CRC progression. Utilizing summary-data-based Mendelian randomization (SMR), we identified RNH1 as a gene linked to CRC and disu	Journal of applied genetics	2025		False
41366697	Multi-omics and comprehensive multi-trait analysis identify shared genetic etiology of heart failure and related cancers.	BACKGROUND: Heart failure (HF) and cancer exhibit a significant bidirectional risk synergy, with their comorbidity forming a vicious cycle. Although the mechanisms of their pathological interactions have attracted considerable attention, their shared genetic determinants remain unclear. Therefore, this study integrates multi-omics data and employs multi-trait analytical approaches to investigate t	Human genomics	2025	PMC12801670	True
41367007	Identification of breast cancer susceptibility genes via trans-ethnic Mendelian randomization and colocalization analyses.	Breast cancer remains a major global health burden, with persistent challenges including recurrence, metastasis, and drug resistance limiting the efficacy of current treatments. The identification of novel therapeutic targets is essential for advancing precision oncology. We employed a 2-sample Mendelian randomization (MR) framework utilizing large-scale eQTL and genome-wide association study (GWA	Medicine	2025	PMC12689003	False
41368242	Integration of genetic, proteomic, and transcriptomic data identifies therapeutic targets and prognostic biomarkers in bladder cancer.	Bladder cancer (BC) is a prevalent urinary tract malignancy with high morbidity and mortality. Despite advances in therapeutic modalities, early diagnosis and precise treatment remain challenging, highlighting the need for reliable biomarkers and therapeutic targets. This study aims to identify molecular targets and drug candidates for BC by integrating cross-omics quantitative trait loci (xQTLs),	Translational andrology and urology	2025	PMC12683474	True
41369912	From genetic causality to druggable targets: A multiomics framework identifies ZSCAN16 in gout pathogenesis.	ObjectiveGout is a prevalent form of inflammatory arthritis in which many patients respond suboptimally to current therapies. Drug development is hampered by a lack of genetically validated targets, leading to high clinical trial attrition. This study aimed to systematically identify and prioritize novel, druggable targets for gout via a multilayered genetic and functional genomics approach.Method	Science progress	2025	PMC12696314	True
41372872	New drug targets for acute myeloid leukemia identified through a comprehensive analysis of the plasma protein.	OBJECTIVE: Acute myeloid leukemia (AML) is a malignant blood disease with a poor prognosis. With the development of targeted therapies, many refractory/relapsed or unfit AML patients have achieved better survival rates. However, primary or acquired resistance frequently occurs, and some targets become unavailable. This study aimed to identify and verify novel targets for AML using Mendelian Random	BMC cancer	2025	PMC12822165	True
41376620	Identification of locally advanced rectal cancer-related genes based on transcriptome and mendelian randomization analysis with biological validation.	Colorectal cancer remains one of the leading causes of cancer-related mortality worldwide, with locally advanced rectal cancer (LARC) representing a particularly challenging clinical subset. Deciphering the molecular mechanisms of LARC is essential for the development of more effective and personalized therapeutic strategies. Gene expression profiles from the Gene Expression Omnibus (GEO) database	Frontiers in immunology	2025	PMC12685808	False
41378022	Genetic insights into colorectal cancer pathogenesis: a multi-omics and immunity perspective.	Colorectal cancer (CRC) is a global health issue influenced by both genetic and environmental factors. Identifying key genes closely associated with CRC is crucial for understanding its pathological mechanisms and discovering therapeutic targets. This study aimed to integrate multi-omics datasets and Mendelian randomization (MR) approaches to identify CRC-related genes and to clarify their roles i	Translational cancer research	2025	PMC12686208	True
41378860	Integrating multi-omics to reveal the causal effect of gut microbiota on post-traumatic stress disorder and potential drug target analysis.	Background: Observational evidence indicates genetic factors influence both gut microbiota composition and post-traumatic stress disorder (PTSD) susceptibility. But robust common variants have not been identified. This study aimed to investigate the common genetic variant loci and potential drug targets between the gut microbiota and PTSD.Methods: Based on public databases, we conducted a genome-w	European journal of psychotraumatology	2025	PMC12699778	True
41378907	Single-Cell Transcriptome-Wide Mendelian Randomization and Colocalization Analyses Uncover Cell-Specific Mechanisms in Epigenetic Age Acceleration.	Epigenetic age acceleration (EAA) reflects biological aging processes beyond chronological age and is associated with morbidity and mortality. However, the causal gene regulatory mechanisms underlying epigenetic age remain unclear. Here, we integrated single-cell expression quantitative trait loci (sc-eQTL) data across 14 immune cell types with Mendelian randomization (MR) and Bayesian colocalizat	FASEB journal : official publication of the Federation of American Societies for Experimental Biology	2025		True
41382013	L3MBTL2 as a novel therapeutic target for trigeminal neuralgia: evidence from integrated TWAS, multi-tissue MR, and experimental validation.	BACKGROUND: Trigeminal neuralgia (TN) is a neurological disorder affecting the maxillofacial region. Current treatment relies on pharmacotherapy and invasive interventions; however, the growing prevalence of drug-resistant cases highlights the need for a mechanistic understanding and novel biomarkers. In the present study, transcriptome-wide association study (TWAS) and Mendelian randomization (MR	The journal of headache and pain	2025	PMC12696905	True
41388152	ZDHHC5 and ZDHHC14 promote depression via the mediation of double-negative T cells.	This study aims to identify palmitoylation modification-related genes involved in depression and to explore the mechanism of gene action through the mediation of immune cells. We analyzed the latest reviews on palmitoylation, integrated palmitoylation-related gene loci, and extracted expression quantitative trait locus (eQTL) data for palmitoylation genes associated with depression. Through batch 	Mammalian genome : official journal of the International Mammalian Genome Society	2025		False
41388545	Integrative multi-omics analysis of druggable genes for therapeutic target identification in polycystic ovary syndrome.	BACKGROUND: Polycystic ovary syndrome (PCOS) is a common endocrine disorders in women of reproductive age with limited targeted therapies. This study aimed to identify and prioritize potential druggable genes for PCOS through a purely computational, multi-omics approach. METHOD: We conducted an integrated in silico analysis leveraging publicly available datasets. A multi-omics Mendelian randomizat	Journal of ovarian research	2025	PMC12699805	True
41390018	GSTM4 in oral cancer therapy: genome-wide Mendelian randomization and network pharmacology unveil mechanistic and therapeutic insights.	Oral cancer (OC) is a prevalent malignancy influenced by environmental factors such as smoking, alcohol consumption, poor oral hygiene, and HPV infection, as well as genetic susceptibility. This study integrates expression quantitative trait locus and genome-wide association study data using Mendelian Randomization, summary data-based Mendelian Randomization, and meta-analysis to identify genes as	International journal of biological macromolecules	2026		True
41403635	A multi-stage genomic approach to uncover druggable gene targets and neural pathways in postpartum depression.	Postpartum depression (PPD) is a severe emotional disorder affecting women worldwide, with significant impacts on maternal and infant health. Its genetic contributors and biological mechanisms are poorly understood. Identifying druggable genes and clarifying their causal roles may offer insights for developing more effective treatments. We identified drug-related genes and screened gene expression	Archives of medical science : AMS	2025	PMC12703596	False
41415264	Integrative Analysis of eQTL Genes Reveals Key Biomarkers and Mechanisms for Early Diagnosis of Pancreatic Ductal Adenocarcinoma.	Pancreatic ductal adenocarcinoma (PDAC) is a highly lethal malignancy with a dismal 5-year survival rate, largely due to the absence of reliable biomarkers for early detection. The molecular mechanisms underpinning PDAC pathogenesis remain incompletely understood, highlighting the urgent need for novel diagnostic strategies. This study aimed to integrate eQTL-driven Mendelian randomization (MR) wi	Cancer informatics	2025	PMC12709030	True
41415292	Causal inference of CLEC5A and ISG20 in atherosclerosis: integrating Mendelian randomization and eQTL evidence.	Atherosclerosis (AS) is a vascular disorder characterized by lipid accumulation and chronic inflammation, with pathogenesis closely linked to genetic factors and immune regulatory mechanisms. This study comprehensively identified ASassociated genes by integrating data from the Gene Expression Omnibus (GEO) database and expression quantitative trait locus (eQTL) analyses, complemented by Mendelian 	Frontiers in immunology	2025	PMC12708247	True
41422660	GCHFR-gut microbiota axis in gout: an integrative multi-omics and Mendelian randomization study with clinical and molecular validation.	Gout is a systemic metabolic disease with rising prevalence and complex etiology, yet its molecular mechanisms remain incompletely defined. Multi-omics Mendelian randomization (MR) enables causal prioritization of genes implicated in gout. Because the gut microbiota (GM) can modulate urate metabolism and inflammation, integrating microbiome analyses may help nominate potential therapeutic candidat	International immunopharmacology	2026		False
41426305	Differential risk of adverse drug reactions with baricitinib across age groups: integrating real-world pharmacovigilance and genetic causal inference.	Baricitinib is widely used for immune-mediated diseases, yet real-world safety in underrepresented age groups and the temporal dynamics of adverse drug reactions (ADRs) remain insufficiently characterized. To identify age-stratified ADR signals of baricitinib and to examine potential causal roles of Janus kinase (JAK) 1/2 inhibition in key ADRs. A retrospective pharmacovigilance study integrating 	Therapeutic advances in drug safety	2025	PMC12717373	False
41431740	Mendelian Randomization Integrating GWAS and eQTL Data Reveals DAAM1, a Potential Immune-Related Biomarker for Breast Cancer Prognosis.	The immune response plays a critical role in determining the prognosis of breast cancer (BC) patients. However, the underlying molecular mechanisms linking immune regulation to BC progression remain uncleared. This study aims to identify and functionally validate key immune-related genes that mechanistically impact on BC prognosis. We used the Mendelian randomization (MR) integrating genome-wide a	Breast cancer (Dove Medical Press)	2025	PMC12718510	True
41436647	Unveiling novel potential drug targets for lung cancer through Mendelian randomization analysis.	Lung cancer (LC) is among the most prevalent cancers globally, posing a significant threat to human health. This study employed Mendelian randomization (MR) analysis to identify key drug targets for LC treatment. MR results from the inverse variance weighted (IVW) algorithm highlighted 352 expression quantitative trait loci (eQTLs) and 31 protein quantitative trait loci (pQTLs) causally associated	Scientific reports	2025	PMC12848082	True
